Subject ID,Subject,Subject type,Interaction type,Object ID,Object,Object type,Disease
MP:0003329,amyloid beta deposits,phenotype,is localized in,GO:0031012,extracellular matrix,cellular component,Alzheimer disease
MP:0003214,neurofibrillary tangles,phenotype,is localized in,GO:0005622,intracellular,cellular component,Alzheimer disease
834,CASP1,gene/protein,increases_processing of,4137,MAPT,gene/protein,Alzheimer disease
836,CASP3,gene/protein,increases_processing of,4137,MAPT,gene/protein,Alzheimer disease
839,CASP6,gene/protein,increases_processing of,4137,MAPT,gene/protein,Alzheimer disease
840,CASP7,gene/protein,increases_processing of,4137,MAPT,gene/protein,Alzheimer disease
841,CASP8,gene/protein,increases_processing of,4137,MAPT,gene/protein,Alzheimer disease
836,CASP3,gene/protein,affects_processing of,4137,MAPT-p.D421E,gene/protein mutant,Alzheimer disease
840,CASP7,gene/protein,affects_processing of,4137,MAPT-p.D421E,gene/protein mutant,Alzheimer disease
841,CASP8,gene/protein,affects_processing of,4137,MAPT-p.D421E,gene/protein mutant,Alzheimer disease
4137,MAPT-proc (1-421),protein modification,increases_activity of,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
,Vaccinium (blueberry plant) supplementation,environment,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,Vaccinium (blueberry plant) supplementation,environment,affects_activity of,GO:0023041,neuronal signal transduction,process,Alzheimer disease
,Vaccinium (blueberry plant) supplementation,environment,affects_activity of,GO:0007568,aging,process,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,decreases_activity of,MP:0000604,amyloidosis,phenotype,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,increases_processing of,351,APP,gene/protein,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,decreases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
102,ADAM10,gene/protein,affects_processing of,351,APP,gene/protein,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,increases_quantity of,351,sAPP-alpha,gene/protein,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,affects_activity of,,Alpha-secretase,gene/protein,Alzheimer disease
C09731,Epigallocatechin 3-gallate,drug/chemical compound,increases_quantity of,102,ADAM10 (active),protein modification,Alzheimer disease
,ADAM10 (active),protein modification,increases_quantity of,351,sAPP-alpha,gene/protein,Alzheimer disease
8754,ADAM9,gene/protein,affects_activity of,,Alpha-secretase,gene/protein,Alzheimer disease
6868,ADAM17,gene/protein,affects_activity of,,Alpha-secretase,gene/protein,Alzheimer disease
102,ADAM10,gene/protein,decreases_activity of,MP:0000604,amyloidosis,phenotype,Alzheimer disease
C08944,Ginsenoside Re,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (40),gene/protein,Alzheimer disease
C08946,Ginsenoside Rg1,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (40),gene/protein,Alzheimer disease
,Ginsenoside Rg3,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (40),gene/protein,Alzheimer disease
C08946,Ginsenoside Rg1,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
C08944,Ginsenoside Re,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
,Ginsenoside F11,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
,Ginsenoside Rg3,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
53787698,Ginsenoside Rb1,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
12013896,Ginsenoside Rb2,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
91145241,American ginseng,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
,Chinese ginseng,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
,Ginsenoside F11,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (40),gene/protein,Alzheimer disease
53787698,Ginsenoside Rb1,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (40),gene/protein,Alzheimer disease
12013896,Ginsenoside Rb2,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (40),gene/protein,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,increases_quantity of,351,sAPP-alpha,gene/protein,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_quantity of,351,Amyloid beta peptide (40),gene/protein,Alzheimer disease
,Insulin,complex/PPI,affects_activity of,23621,BACE1,gene/protein,Alzheimer disease
3952,LEP,gene/protein,affects_activity of,23621,BACE1,gene/protein,Alzheimer disease
,Insulin,complex/PPI,affects_activity of,466,Gamma-secretase complex,complex/PPI,Alzheimer disease
3952,LEP,gene/protein,affects_activity of,466,Gamma-secretase complex,complex/PPI,Alzheimer disease
,Insulin,complex/PPI,affects_processing of,351,APP,gene/protein,Alzheimer disease
3952,LEP,gene/protein,affects_processing of,351,APP,gene/protein,Alzheimer disease
,Insulin,complex/PPI,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
3952,LEP,gene/protein,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
,Insulin,complex/PPI,affects_activity of,3416,IDE,gene/protein,Alzheimer disease
3952,LEP,gene/protein,affects_activity of,3416,IDE,gene/protein,Alzheimer disease
C15473,Lithium,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
C07185,Valproic acid,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
3569,IL6,gene/protein,increases_activity of,MP:0001863,vascular inflammation,phenotype,Alzheimer disease
7124,TNF,gene/protein,increases_activity of,MP:0001863,vascular inflammation,phenotype,Alzheimer disease
125853,"Diabetes mellitus, type II",disease,increases_quantity of,3569,IL6,gene/protein,Alzheimer disease
125853,"Diabetes mellitus, type II",disease,increases_quantity of,7124,TNF,gene/protein,Alzheimer disease
125853,"Diabetes mellitus, type II",disease,increases_activity of,,cognitive impairment,phenotype,Alzheimer disease
,APP+-ob/ob mouse,organism model,increases_activity of,MP:0001863,vascular inflammation,phenotype,Alzheimer disease
,APP+-ob/ob mouse,organism model,increases_activity of,MP:0004254,cerebral amyloid angiopathy,phenotype,Alzheimer disease
,high-fat diet,environment,decreases_activity of,GO:0007613,memory,process,Alzheimer disease
,APP+-NSY mouse,organism model,increases_activity of,MP:0005293,impaired glucose tolerance,phenotype,Alzheimer disease
,APP+-NSY mouse,organism model,increases_activity of,,cognitive impairment,phenotype,Alzheimer disease
,APP+-ob/ob mouse,organism model,increases_activity of,MP:0002183,gliosis,phenotype,Alzheimer disease
351,Amyloid beta peptide (soluble),gene/protein,decreases_activity of,GO:0007613,memory,process,Alzheimer disease
10355719,Scyllo-Inositol,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (assemblies),gene/protein,Alzheimer disease
10355719,Scyllo-Inositol,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
50661588,Latrepirdine,drug/chemical compound,decreases_activity of,MP:0006036,abnormal mitochondrial physiology,phenotype,Alzheimer disease
50661588,Latrepirdine,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
D07869,Donepezil,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
D04292,Galantamine,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
D03822,Rivastigmine,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
D08555,Tacrine,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,S-allyl-cysteine,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,Di-allyl-disulfide,drug/chemical compound,decreases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,S-allyl-cysteine,drug/chemical compound,decreases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,Di-allyl-disulfide,drug/chemical compound,decreases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_quantity of,351,Amyloid beta peptide (soluble),gene/protein,Alzheimer disease
,S-allyl-cysteine,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (soluble),gene/protein,Alzheimer disease
,Di-allyl-disulfide,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (soluble),gene/protein,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_quantity of,351,Amyloid beta peptide (fibrillar),gene/protein,Alzheimer disease
,S-allyl-cysteine,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (fibrillar),gene/protein,Alzheimer disease
,Di-allyl-disulfide,drug/chemical compound,decreases_quantity of,351,Amyloid beta peptide (fibrillar),gene/protein,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_activity of,GO:0006954,inflammatory response,process,Alzheimer disease
,S-allyl-cysteine,drug/chemical compound,decreases_activity of,GO:0006954,inflammatory response,process,Alzheimer disease
,Di-allyl-disulfide,drug/chemical compound,decreases_activity of,GO:0006954,inflammatory response,process,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_quantity of,4137,MAPT-phos,protein modification,Alzheimer disease
,S-allyl-cysteine,drug/chemical compound,decreases_quantity of,4137,MAPT-phos,protein modification,Alzheimer disease
,Di-allyl-disulfide,drug/chemical compound,decreases_quantity of,4137,MAPT-phos,protein modification,Alzheimer disease
,Tg2576 mouse,organism model,affects_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,Tg2576 mouse,organism model,affects_quantity of,351,Amyloid beta peptide (40),gene/protein,Alzheimer disease
,TgCRND8 mouse,organism model,increases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,TgCRND8 mouse,organism model,affects_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
GO:0007568,aging,process,increases_activity of,104300,Alzheimer disease,disease,Alzheimer disease
,Allium sativum (garlic) supplementation,environment,decreases_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
,Ginkgo biloba,drug/chemical compound,increases_activity of,GO:0007611,learning or memory,process,Alzheimer disease
,Ginkgo biloba,drug/chemical compound,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
MP:0003329,amyloid beta deposits,phenotype,affects_quantity of,,Reactive oxygen species,drug/chemical compound,Alzheimer disease
MP:0003329,amyloid beta deposits,phenotype,affects_activity of,GO:0006979,response to oxidative stress,process,Alzheimer disease
,Ginkgo biloba,drug/chemical compound,decreases_activity of,,dystrophic neurites,phenotype,Alzheimer disease
C02477,alpha-Tocopherol,drug/chemical compound,decreases_activity of,,Dystrophic neurites,disease,Alzheimer disease
,Ginkgo biloba,drug/chemical compound,decreases_activity of,GO:0006979,response to oxidative stress,process,Alzheimer disease
C02477,alpha-Tocopherol,drug/chemical compound,decreases_activity of,GO:0006979,response to oxidative stress,process,Alzheimer disease
,pomegranate juice supplementation,environment,decreases_quantity of,351,Amyloid beta peptide (42),gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,decreases_expression of,23411,SIRT1,gene/protein,Alzheimer disease
104300,Alzheimer disease,disease,increases_activity of,,cognitive impairment,phenotype,Alzheimer disease
23411,SIRT1,gene/protein,affects_quantity of,351,Amyloid beta peptide,gene/protein,Alzheimer disease
23411,SIRT1,gene/protein,affects_quantity of,4137,MAPT,gene/protein,Alzheimer disease
,COL25A1 TG mouse,organism model,increases_expression of,84570,COL25A1,gene/protein,Alzheimer disease
,COL25A1 TG mouse,organism model,increases_expression of,23621,BACE1,gene/protein,Alzheimer disease
,COL25A1 TG mouse,organism model,increases_quantity of,8851,CDK5R1,gene/protein,Alzheimer disease
,COL25A1 TG mouse,organism model,increases_quantity of,8851,p25,gene/protein,Alzheimer disease
,COL25A1 TG mouse,organism model,affects_activity of,GO:0048143,astrocyte activation,process,Alzheimer disease
,COL25A1 TG mouse,organism model,increases_activity of,MP:0000604,amyloidosis,phenotype,Alzheimer disease
,COL25A1 TG mouse,organism model,increases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
,COL25A1 TG mouse,organism model,increases_activity of,,synaptophysin loss,phenotype,Alzheimer disease
466,Gamma-secretase complex,complex/PPI,is localized in,GO:0008021,synaptic vesicle,cellular component,Alzheimer disease
466,Gamma-secretase complex,complex/PPI,interacts (colocalizes) with,GO:0097060,synaptic membrane,cellular component,Alzheimer disease
466,Gamma-secretase complex,complex/PPI,is localized in,GO:0005768,endosome,cellular component,Alzheimer disease
351,Amyloid beta peptide (40),gene/protein,is localized in,GO:0008021,synaptic vesicle,cellular component,Alzheimer disease
466,Gamma-secretase complex,complex/PPI,is localized in,GO:0045202,synapse,cellular component,Alzheimer disease
23411,SIRT1,gene/protein,decreases_quantity of,MP:0003329,amyloid beta deposits,phenotype,Alzheimer disease
23411,SIRT1,gene/protein,affects_activity of,,NF-kappaB complex,complex/PPI,Alzheimer disease
,NF-kappaB complex,complex/PPI,affects_activity of,GO:0051402,neuron apoptotic process,process,Alzheimer disease
C03582,Resveratrol,drug/chemical compound,increases_activity of,23411,SIRT1,gene/protein,Alzheimer disease
C03582,Resveratrol,drug/chemical compound,decreases_activity of,,NF-kappaB complex,complex/PPI,Alzheimer disease
466,Gamma-secretase complex,complex/PPI,interacts (colocalizes) with,GO:0005802,trans-Golgi network,cellular component,Alzheimer disease
23385,NCSTN,gene/protein,interacts (colocalizes) with,GO:0005802,trans-Golgi network,cellular component,Alzheimer disease
23385,NCSTN,gene/protein,interacts (colocalizes) with,5663,PSEN1,gene/protein,Alzheimer disease
6049,Ncstn-Psen1 complex,complex/PPI,interacts (colocalizes) with,GO:0005802,trans-Golgi network,cellular component,Alzheimer disease
104300,Alzheimer disease,disease,increases_expression of,1453,CSNK1D,gene/protein,Alzheimer disease
1453,CSNK1D,gene/protein,interacts (colocalizes) with,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
104300,Alzheimer disease,disease,increases_expression of,4137,MAPT-var (exon 10),mRNA/protein variant,Alzheimer disease
4137,MAPT-var (exon 10),mRNA/protein variant,increases_quantity of,MP:0003214,neurofibrillary tangles,phenotype,Alzheimer disease
